category,message,table_role,source_row_excel
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,100.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,100.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,109.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,109.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,109.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,109.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,111.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,111.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,111.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,111.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,112.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,112.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,112.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,112.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,115.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,115.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,115.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,115.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,116.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,116.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,116.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,116.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,117.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,117.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,117.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,117.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,118.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,118.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,118.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,118.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,119.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,119.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,119.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,119.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,120.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,120.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,120.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,120.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,121.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,121.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,121.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,121.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,123.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,123.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,123.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,123.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,130.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,130.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,130.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,130.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,138.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,138.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,138.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,138.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,142.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,142.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,142.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,142.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,143.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,143.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,143.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,143.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,145.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,145.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,145.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,145.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,146.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,146.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,146.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,146.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,147.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,147.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,147.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,147.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,149.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,149.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,149.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,149.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,150.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,150.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,150.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,150.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,151.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,151.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,151.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,151.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,153.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,153.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,153.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,153.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,154.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,154.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,154.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,154.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,155.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,155.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,155.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,155.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,156.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,156.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,156.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,156.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,157.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,157.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,157.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,157.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,158.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,158.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,158.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,158.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,160.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,160.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,160.0
insufficient_bhar_data,T=250: short_post_window,daily_bhar,160.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,161.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,161.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,161.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,161.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,162.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,162.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,162.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,162.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,163.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,163.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,163.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,163.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,167.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,167.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,167.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,167.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,169.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,169.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,169.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,169.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,170.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,170.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,170.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,170.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,171.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,171.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,171.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,171.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,172.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,172.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,172.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,172.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,174.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,174.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,174.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,174.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,175.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,175.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,175.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,175.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,176.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,176.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,176.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,176.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,177.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,177.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,177.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,177.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,178.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,178.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,178.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,178.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,181.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,181.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,181.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,181.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,182.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,182.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,182.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,182.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,183.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,183.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,183.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,183.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,184.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,184.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,184.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,184.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,185.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,185.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,185.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,185.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,186.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,186.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,186.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,186.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,187.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,187.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,187.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,187.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,188.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,188.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,188.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,188.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,189.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,189.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,189.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,189.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,191.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,191.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,191.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,191.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,192.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,192.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,192.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,192.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,193.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,193.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,193.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,193.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,194.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,194.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,194.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,194.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,198.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,198.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,198.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,198.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,199.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,199.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,199.0
insufficient_bhar_data,T=250: missing_benchmark,daily_bhar,199.0
model_fallback,Using mean_adjusted (benchmark sparse or estimation window short),,200.0
insufficient_bhar_data,T=60: missing_benchmark,daily_bhar,200.0
insufficient_bhar_data,T=120: missing_benchmark,daily_bhar,200.0
